Stimulus_ID,Angle,Proximity,n_candidates,Candidates,Actor,path,label,annotator,list_id,Site,HeadTarget,face_x_min,face_y_min,face_x_max,face_y_max,option1_x,option1_y,option2_x,option2_y,option3_x,option3_y,option4_x,option4_y,DistEyeHead
576,left,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/left/IMG_0659.jpeg,coffee,annotator2,3,Site0,-1,0.757132779,0.262624169,0.889006029,0.433303872,0.359726295,0.818836609,0.064516129,0.583400314,0.295210166,0.436551914,-1.0,-1.0,
577,left,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/left/IMG_0660.jpeg,coffee,annotator2,7,Site0,-1,0.759437053,0.292146989,0.888656789,0.467583362,0.359726295,0.834452002,0.064516129,0.613437413,0.302052786,0.449350823,-1.0,-1.0,
578,left,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/left/IMG_0661.jpeg,coffee,annotator2,13,Site0,-1,0.770386908,0.256025234,0.895302241,0.426297451,0.359726295,0.813298305,0.078201369,0.564888975,0.302052786,0.385747632,-1.0,-1.0,
579,left,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/left/IMG_0662.jpeg,water,annotator2,3,Site0,-1,0.743983675,0.283458674,0.85914438,0.439228167,0.359726295,0.815631359,0.078201369,0.588092357,0.302052786,0.437189755,-1.0,-1.0,
580,left,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/left/IMG_0663.jpeg,water,annotator2,15,Site0,-1,0.774099809,0.275982757,0.903319545,0.4542898,0.359726295,0.868854405,0.064516129,0.615293592,0.302052786,0.4502238,-1.0,-1.0,
581,left,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/left/IMG_0664.jpeg,water,annotator2,17,Site0,-1,0.731275953,0.299971753,0.846436657,0.455108602,0.359726295,0.820804584,0.099706745,0.608808564,0.304985337,0.453023609,-1.0,-1.0,
582,right,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/right/IMG_0674.jpeg,remote,annotator2,14,Site0,-1,0.186798924,0.287284807,0.31,0.442967457,0.788856305,0.511911937,0.942326491,0.626420235,0.579667644,0.692512273,-1.0,-1.0,
583,right,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/right/IMG_0675.jpeg,remote,annotator2,19,Site0,-1,0.203426986,0.31025882,0.32834232,0.462933506,0.788856305,0.524103255,0.942326491,0.638692498,0.594330401,0.717719562,-1.0,-1.0,
584,right,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/right/IMG_0676.jpeg,remote,annotator2,18,Site0,-1,0.18484389,0.294156733,0.300004595,0.452002759,0.769305963,0.51845428,0.942326491,0.632192906,0.569892473,0.707516499,-1.0,-1.0,
585,right,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/right/IMG_0677.jpeg,coffee,annotator2,8,Site0,-1,0.188753958,0.317751826,0.303914663,0.46926255,0.769305963,0.533304702,0.942326491,0.644320374,0.569892473,0.726554206,-1.0,-1.0,
586,right,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/right/IMG_0678.jpeg,coffee,annotator2,1,Site0,-1,0.191295369,0.318285593,0.2999,0.469541394,0.764418377,0.523879251,0.921798631,0.637403557,0.560117302,0.715696182,-1.0,-1.0,
587,right,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/right/IMG_0679.jpeg,coffee,annotator2,10,Site0,-1,0.175841347,0.320429187,0.2959,0.471858017,0.769305963,0.527825676,0.935483871,0.639912204,0.560117302,0.715942926,-1.0,-1.0,
588,right,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/right/IMG_0680.jpeg,water,annotator2,4,Site0,-1,0.192664027,0.322535089,0.307824732,0.474359524,0.769305963,0.537098585,0.942326491,0.650268008,0.569892473,0.721467313,-1.0,-1.0,
589,right,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/right/IMG_0681.jpeg,water,annotator2,19,Site0,-1,0.192664027,0.299680064,0.307824732,0.449625523,0.788856305,0.51901552,0.942326491,0.636213218,0.569892473,0.694423995,-1.0,-1.0,
590,right,3,3,remote+coffee+water,Y,./stimuli/A_cropped/remote_coffee_bottle_Y/3/right/IMG_0682.jpeg,water,annotator2,2,Site0,-1,0.159438717,0.284889357,0.28435405,0.445462296,0.788856305,0.517903481,0.942326491,0.628247384,0.560117302,0.701322817,-1.0,-1.0,
591,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0694.jpeg,remote,annotator1,7,Site0,-1,0.444112729,0.230462019,0.586190301,0.407458606,0.866080156,0.714522296,0.671554252,0.714522296,0.359726295,0.818863449,0.10459433,0.575141204,
592,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0695.jpeg,remote,annotator1,15,Site0,-1,0.44987536,0.215092961,0.586292773,0.387966597,0.866080156,0.698470221,0.671554252,0.680460219,0.359726295,0.795003831,0.109481916,0.5003602,
593,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0696.jpeg,remote,annotator1,16,Site0,-1,0.429449973,0.202098354,0.571527544,0.380600008,0.866080156,0.704931553,0.632453568,0.686335223,0.359726295,0.797169348,0.10459433,0.600792107,
594,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0697.jpeg,doll,annotator1,0,Site0,-1,0.444112729,0.205347796,0.586190301,0.385961283,0.866080156,0.707356075,0.671554252,0.688539735,0.359726295,0.808211662,0.10459433,0.500376327,
595,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0698.jpeg,doll,annotator1,5,Site0,-1,0.437722014,0.213388074,0.576940743,0.387296188,0.853372434,0.699657869,0.640273705,0.681540095,0.359726295,0.796769137,0.10459433,0.500362355,
596,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0699.jpeg,doll,annotator1,16,Site0,-1,0.432280052,0.20734843,0.568697465,0.377752204,0.853372434,0.688960406,0.632453568,0.685262551,0.359726295,0.795458639,0.10459433,0.500369786,
597,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0700.jpeg,coffee,annotator1,3,Site0,-1,0.432280052,0.208691993,0.568697465,0.378313443,0.853372434,0.702816404,0.632453568,0.684412011,0.359726295,0.79410219,0.10459433,0.500368088,
598,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0701.jpeg,coffee,annotator1,6,Site0,-1,0.430879394,0.200323882,0.570098123,0.37387764,0.853372434,0.686147503,0.632453568,0.686147503,0.359726295,0.796869969,0.10459433,0.500371552,
599,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0702.jpeg,coffee,annotator1,4,Site0,-1,0.454102476,0.209901615,0.585975726,0.377908546,0.853372434,0.680198176,0.671554252,0.680198176,0.359726295,0.783065797,0.11827957,0.500359677,
600,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0703.jpeg,water,annotator1,2,Site0,-1,0.425493037,0.210795035,0.57548448,0.381346978,0.853372434,0.68542364,0.632453568,0.68542364,0.359726295,0.795715546,0.10459433,0.500370107,
601,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0704.jpeg,water,annotator1,8,Site0,-1,0.429449973,0.202597444,0.571527544,0.374834496,0.853372434,0.684735251,0.640273705,0.684735251,0.359726295,0.794617696,0.10459433,0.500368733,
602,front,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/front/IMG_0705.jpeg,water,annotator1,19,Site0,-1,0.439122672,0.205501569,0.575540084,0.3775203,0.853372434,0.689569912,0.632453568,0.671407525,0.359726295,0.783408911,0.10459433,0.500378383,
603,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/bottle_0691.jpeg,water,annotator1,3,Site0,-1,0.693594167,0.282496603,0.825467417,0.453698218,0.265884653,0.735390789,0.1485826,0.632500787,0.053763441,0.581055786,0.1485826,0.443470319,
604,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/bottle_0692.jpeg,water,annotator1,8,Site0,-1,0.733355321,0.264839568,0.869772734,0.441776538,0.284457478,0.736284448,0.188660802,0.61072876,0.078201369,0.565932509,0.165200391,0.437853089,
605,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/bottle_0693.jpeg,water,annotator1,2,Site0,-1,0.704584184,0.279054174,0.843802913,0.454225619,0.250244379,0.745794851,0.1485826,0.638357203,0.046920821,0.58463838,0.140762463,0.440971757,
606,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/coffee_0688.jpeg,coffee,annotator1,12,Site0,-1,0.728784783,0.274671335,0.860658033,0.445646329,0.284457478,0.717430461,0.188660802,0.614579538,0.078201369,0.562853342,0.172043011,0.440755462,
607,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/coffee_0689.jpeg,coffee,annotator1,13,Site0,-1,0.714723059,0.273577019,0.849304312,0.443939847,0.265884653,0.727505233,0.188660802,0.615726961,0.078201369,0.563482769,0.165200391,0.412825098,
608,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/coffee_0690.jpeg,coffee,annotator1,2,Site0,-1,0.720647599,0.271553318,0.857065011,0.446251072,0.284457478,0.725195835,0.188660802,0.618671664,0.064516129,0.565098104,0.165200391,0.441131379,
609,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/doll_0685.jpeg,doll,annotator1,1,Site0,-1,0.703369338,0.266874937,0.835242588,0.437122138,0.265884653,0.702746089,0.165200391,0.611717233,0.053763441,0.561428564,0.1485826,0.408652861,
610,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/doll_0686.jpeg,doll,annotator1,16,Site0,-1,0.710872428,0.272942294,0.84728984,0.43875861,0.284457478,0.711109338,0.165200391,0.608809659,0.064516129,0.559829813,0.154447703,0.411030279,
611,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/doll_0687.jpeg,doll,annotator1,12,Site0,-1,0.703369338,0.269584663,0.835242588,0.442951378,0.250244379,0.723480046,0.165200391,0.608494462,0.053763441,0.564602116,0.1485826,0.441579905,
612,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/remote_0683.jpeg,remote,annotator1,0,Site0,-1,0.711790507,0.279805815,0.84637176,0.449604313,0.284457478,0.715934302,0.188660802,0.613791105,0.078201369,0.562420842,0.165200391,0.452512374,
613,left,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/left/remote_0684.jpeg,remote,annotator1,7,Site0,-1,0.690661616,0.276867448,0.822534865,0.45106263,0.250244379,0.727942251,0.1485826,0.626905098,0.042033236,0.582473097,0.134897361,0.451611725,
614,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0706.jpeg,remote,annotator1,2,Site0,-1,0.142156499,0.295325293,0.25,0.432785836,0.686217009,0.527410385,0.884652981,0.500276873,0.769305963,0.638713161,0.632453568,0.638713161,
615,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0707.jpeg,remote,annotator1,5,Site0,-1,0.147044084,0.307307708,0.251782895,0.444415958,0.686217009,0.540311534,0.884652981,0.500266964,0.769305963,0.657775606,0.632453568,0.633748864,
616,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0708.jpeg,remote,annotator1,6,Site0,-1,0.148781269,0.301766979,0.257865847,0.444118113,0.716520039,0.543971051,0.900293255,0.500269761,0.801564027,0.65942878,0.666666667,0.648638338,
617,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0709.jpeg,doll,annotator1,15,Site0,-1,0.152194685,0.305906301,0.2583625,0.444991102,0.716520039,0.542383845,0.890518084,0.500260024,0.801564027,0.65367394,0.649071359,0.630271817,
618,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0710.jpeg,doll,annotator1,17,Site0,-1,0.146329582,0.303024805,0.252497397,0.442949388,0.69599218,0.54322151,0.890518084,0.500265163,0.788856305,0.656711119,0.649071359,0.632846482,
619,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0711.jpeg,doll,annotator1,11,Site0,-1,0.161969856,0.305998243,0.268137671,0.444556689,0.716520039,0.542799522,0.890518084,0.500262574,0.801564027,0.65518109,0.666666667,0.64467814,
620,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0712.jpeg,coffee,annotator1,1,Site0,-1,0.150736303,0.304412722,0.259820882,0.442350293,0.716520039,0.542034245,0.890518084,0.500257879,0.801564027,0.652406373,0.649071359,0.64209122,
621,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0713.jpeg,coffee,annotator1,6,Site0,-1,0.150736303,0.296884802,0.259820882,0.438659479,0.716520039,0.539475123,0.900293255,0.50027605,0.801564027,0.663145438,0.666666667,0.638300955,
622,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0714.jpeg,coffee,annotator1,11,Site0,-1,0.150736303,0.302326787,0.259820882,0.44173546,0.716520039,0.542482539,0.890518084,0.500260629,0.788856305,0.654031784,0.649071359,0.630575167,
623,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0715.jpeg,water,annotator1,1,Site0,-1,0.147803752,0.302396372,0.25688833,0.442767372,0.716520039,0.540167301,0.900293255,0.500266009,0.801564027,0.657211093,0.649071359,0.633270318,
624,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0716.jpeg,water,annotator1,4,Site0,-1,0.155127236,0.3110005,0.261295051,0.450106538,0.69599218,0.544149153,0.890518084,0.500270854,0.788856305,0.660074536,0.649071359,0.635697703,
625,right,1,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/1/right/IMG_0717.jpeg,water,annotator1,18,Site0,-1,0.156601406,0.31169085,0.265685984,0.450288781,0.700879765,0.549924907,0.890518084,0.500269864,0.788856305,0.659489839,0.649071359,0.635202046,
626,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/bottle_0738.jpeg,water,annotator1,14,Site0,-1,0.448119353,0.324699324,0.552858164,0.462774072,0.921798631,0.712070538,0.671554252,0.769534813,0.314760508,0.763149894,0.10459433,0.623593798,
627,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/bottle_0739.jpeg,water,annotator1,13,Site0,-1,0.442908406,0.245188254,0.558069111,0.38937114,0.921798631,0.653066412,0.671554252,0.74028374,0.302052786,0.713246368,0.064516129,0.500436087,
628,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/coffee_0736.jpeg,coffee,annotator1,9,Site0,-1,0.457180022,0.292538444,0.563347837,0.435388373,0.900293255,0.679808618,0.671554252,0.75362027,0.302052786,0.747612345,0.064516129,0.58282354,
629,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/coffee_0737.jpeg,coffee,annotator1,1,Site0,-1,0.503668399,0.310017858,0.602880965,0.441223628,0.923753666,0.665116714,0.69599218,0.738790839,0.359726295,0.717121979,0.1485826,0.500433377,
630,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/doll_0733.jpeg,doll,annotator1,17,Site0,-1,0.478099022,0.232830014,0.593259727,0.366201814,0.921798631,0.611563013,0.674486804,0.68648725,0.335288368,0.646966773,0.11827957,0.500411672,
631,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/doll_0734.jpeg,doll,annotator1,13,Site0,-1,0.479662916,0.221458521,0.58583073,0.359359128,0.921798631,0.589166732,0.674486804,0.681294722,0.335288368,0.664843295,0.109481916,0.500329029,
632,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/doll_0735.jpeg,doll,annotator1,9,Site0,-1,0.452292437,0.242310697,0.558460251,0.374329298,0.884652981,0.604211053,0.666666667,0.671179468,0.314760508,0.671179468,0.10459433,0.500341676,
633,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/remote_0729.jpeg,remote,annotator1,8,Site0,-1,0.463045125,0.235232754,0.56921294,0.37489487,0.900293255,0.614610724,0.671554252,0.692977031,0.31769306,0.679915979,0.078201369,0.500326526,
634,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/remote_0730.jpeg,remote,annotator1,6,Site0,-1,0.462067608,0.224315825,0.568235422,0.359936936,0.884652981,0.590714575,0.671554252,0.667704804,0.302052786,0.663687922,0.10459433,0.50033474,
635,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/remote_0731.jpeg,remote,annotator1,13,Site0,-1,0.45,0.234187651,0.569,0.370287841,0.890518084,0.610733873,0.666666667,0.678927754,0.302052786,0.662691116,0.099706745,0.500324733,
636,front,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/front/remote_0732.jpeg,remote,annotator1,10,Site0,-1,0.462067608,0.238683907,0.568235422,0.377553143,0.900293255,0.613960064,0.671554252,0.691881475,0.31769306,0.678894574,0.099706745,0.500324673,
637,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/bottle_0726.jpeg,water,annotator1,0,Site0,-1,0.716936557,0.35835046,0.821675368,0.493643828,0.403714565,0.816592099,0.109481916,0.653698239,0.203323558,0.602027606,0.328445748,0.500437887,
638,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/bottle_0727.jpeg,water,annotator1,9,Site0,-1,0.721824143,0.361278969,0.826562954,0.495434114,0.407624633,0.813928609,0.109481916,0.652405175,0.211143695,0.601169248,0.335288368,0.500434203,
639,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/bottle_0728.jpeg,water,annotator1,19,Site0,-1,0.726711729,0.357767889,0.831450539,0.493617687,0.405669599,0.817894168,0.109481916,0.654330364,0.219941349,0.591894718,0.335288368,0.500439688,
640,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/coffee_0723.jpeg,coffee,annotator1,12,Site0,-1,0.728929778,0.349721665,0.835097593,0.486412467,0.405669599,0.813425985,0.109481916,0.652161163,0.219941349,0.587135025,0.335288368,0.500433508,
641,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/coffee_0724.jpeg,coffee,annotator1,16,Site0,-1,0.731275953,0.360232825,0.846436657,0.497671,0.403714565,0.8264725,0.109481916,0.652993121,0.211143695,0.601559536,0.335288368,0.500435878,
642,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/coffee_0725.jpeg,coffee,annotator1,18,Site0,-1,0.731275953,0.356305442,0.846436657,0.496729702,0.405669599,0.82198664,0.109481916,0.656317165,0.211143695,0.597531223,0.328445748,0.500445348,
643,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/doll_0720.jpeg,doll,annotator1,7,Site0,-1,0.72964428,0.329129384,0.834383091,0.471526473,0.403714565,0.791316225,0.109481916,0.615927602,0.211143695,0.569727672,0.335288368,0.463638944,
644,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/doll_0721.jpeg,doll,annotator1,0,Site0,-1,0.728929778,0.334399548,0.835097593,0.471573156,0.403714565,0.796261408,0.109481916,0.617895509,0.211143695,0.570911321,0.335288368,0.473462634,
645,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/doll_0722.jpeg,doll,annotator1,17,Site0,-1,0.730490355,0.334036486,0.847222255,0.474615464,0.359726295,0.815855344,0.109481916,0.618391145,0.211143695,0.580820524,0.328445748,0.470729864,
646,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/remote_0718.jpeg,remote,annotator1,8,Site0,-1,0.725997227,0.309854237,0.832165041,0.447057647,0.359726295,0.769768518,0.109481916,0.581735203,0.203323558,0.536844366,0.328445748,0.432663745,
647,left,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/left/remote_0719.jpeg,remote,annotator1,9,Site0,-1,0.716222056,0.310325207,0.82238987,0.449568685,0.403714565,0.766459217,0.109481916,0.613360201,0.203323558,0.551451309,0.328445748,0.449385298,
648,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/bottle_0748.jpeg,water,annotator1,5,Site0,-1,0.113495413,0.28751931,0.238410746,0.435424413,0.709677419,0.506256109,0.884652981,0.50029791,0.769305963,0.649252898,0.481915934,0.664148396,
649,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/bottle_0749.jpeg,water,annotator1,0,Site0,-1,0.110016454,0.274165194,0.241889704,0.423670595,0.716520039,0.500291102,0.890518084,0.500291102,0.782013685,0.645842264,0.500488759,0.631869352,
650,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/bottle_0750.jpeg,water,annotator1,2,Site0,-1,0.102742724,0.288294004,0.227658058,0.428579096,0.671554252,0.489545214,0.866080156,0.500282562,0.744868035,0.628000485,0.467253177,0.628000485,
651,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/coffee_0746.jpeg,coffee,annotator1,12,Site0,-1,0.097855139,0.274226908,0.222770472,0.421862954,0.69599218,0.500297368,0.884652981,0.500297368,0.769305963,0.648981389,0.467253177,0.648981389,
652,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/coffee_0747.jpeg,coffee,annotator1,13,Site0,-1,0.101550047,0.285290778,0.219075564,0.428616978,0.674486804,0.500298635,0.866080156,0.500298635,0.744868035,0.64961609,0.458455523,0.64961609,
653,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/doll_0743.jpeg,doll,annotator1,1,Site0,-1,0.094922588,0.275064702,0.219837921,0.424116074,0.709677419,0.500300219,0.890518084,0.500300219,0.769305963,0.649208737,0.467253177,0.650409612,
654,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/doll_0744.jpeg,doll,annotator1,3,Site0,-1,0.097410808,0.266451571,0.22,0.415710387,0.69599218,0.49035912,0.884652981,0.500310996,0.769305963,0.637771284,0.458455523,0.640881246,
655,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/doll_0745.jpeg,doll,annotator1,12,Site0,-1,0.089057485,0.285755644,0.213972818,0.432804715,0.69599218,0.506610998,0.884652981,0.500314809,0.749755621,0.657719531,0.458455523,0.642608677,
656,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/remote_0740.jpeg,remote,annotator1,5,Site0,-1,0.106437632,0.285320366,0.22396315,0.431472742,0.69599218,0.514921653,0.884652981,0.500304524,0.749755621,0.664747235,0.458455523,0.66779247,
657,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/remote_0741.jpeg,remote,annotator1,15,Site0,-1,0.091012519,0.274949961,0.215927852,0.427458101,0.709677419,0.514849292,0.884652981,0.500303047,0.749755621,0.651826436,0.458455523,0.666978775,
658,right,2,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/2/right/remote_0742.jpeg,remote,annotator1,1,Site0,-1,0.086124934,0.259511801,0.211040267,0.414323404,0.69599218,0.490333548,0.890518084,0.500311821,0.769305963,0.641254926,0.458455523,0.641254926,
659,front,3,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/3/front/bottle_0769.jpeg,water,annotator1,17,Site0,-1,0.435674646,0.222185185,0.541842461,0.359726035,0.921798631,0.588934113,0.693059629,0.693948563,0.109481916,0.664413249,0.10459433,0.50032817,
660,front,3,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/3/front/bottle_0770.jpeg,water,annotator1,8,Site0,-1,0.43915227,0.21826683,0.538364836,0.340918047,0.884652981,0.562100233,0.671554252,0.690161852,0.10459433,0.645758577,0.10459433,0.500321763,
661,front,3,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/3/front/bottle_0771.jpeg,water,annotator1,1,Site0,-1,0.43915227,0.222999813,0.538364836,0.350584757,0.900293255,0.574639436,0.671554252,0.684423,0.105571848,0.663671229,0.10459433,0.500334706,
662,front,3,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/3/front/coffee_0772.jpeg,coffee,annotator1,11,Site0,-1,0.451880638,0.228511271,0.549096879,0.352133132,0.900293255,0.574813038,0.671554252,0.684851947,0.109481916,0.651974468,0.109481916,0.500335484,
663,front,3,4,remote+doll+coffee+water,Y,./stimuli/A_cropped/remote_doll_coffee_bottle_Y/3/front/coffee_0773.jpeg,coffee,annotator1,11,Site0,-1,0.440804692,0.238075555,0.536712415,0.356464562,0.884652981,0.587067851,0.671554252,0.689878598,0.105571848,0.660963075,0.10459433,0.500321284,
