Stimulus_ID,Angle,Proximity,n_candidates,Candidates,Actor,path,label,annotator,list_id,Site,HeadTarget,face_x_min,face_y_min,face_x_max,face_y_max,option1_x,option1_y,option2_x,option2_y,option3_x,option3_y,option4_x,option4_y
1485,right,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4251.jpg,bunny,annotator1,12,SiteH,wooden hand,0.200664103,0.256503954,0.350655546,0.445353329,0.884652981,0.671554252,0.470185728,0.721407625,-1.0,-1.0,-1.0,-1.0
1486,front,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4447.jpg,bunny,annotator1,4,SiteH,-1,0.336600931,0.09665791,0.51,0.339314719,0.629521017,0.632453568,0.219941349,0.602150538,-1.0,-1.0,-1.0,-1.0
1487,front,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4448.jpg,wooden hand,annotator1,0,SiteH,-1,0.319981733,0.102654481,0.495267534,0.337228217,0.629521017,0.632453568,0.219941349,0.602150538,-1.0,-1.0,-1.0,-1.0
1488,front,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4449.jpg,bunny,annotator1,12,SiteH,bunny,0.336600931,0.09665791,0.51,0.339314719,0.629521017,0.632453568,0.219941349,0.602150538,-1.0,-1.0,-1.0,-1.0
1489,front,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4450.jpg,wooden hand,annotator1,9,SiteH,bunny,0.338555966,0.09665791,0.51,0.339314719,0.629521017,0.632453568,0.219941349,0.602150538,-1.0,-1.0,-1.0,-1.0
1490,front,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4451.jpg,wooden hand,annotator1,3,SiteH,wooden hand,0.319981733,0.108519584,0.495267534,0.343093319,0.632453568,0.632453568,0.219941349,0.602150538,-1.0,-1.0,-1.0,-1.0
1491,front,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4452.jpg,bunny,annotator1,19,SiteH,wooden hand,0.319981733,0.108519584,0.495267534,0.343093319,0.629521017,0.671554252,0.219941349,0.602150538,-1.0,-1.0,-1.0,-1.0
1492,front,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4453.jpg,bunny,annotator1,15,SiteH,-1,0.33991374,0.098612945,0.516391245,0.341269753,0.788856305,0.671554252,0.109481916,0.602150538,-1.0,-1.0,-1.0,-1.0
1493,front,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4454.jpg,wooden hand,annotator1,11,SiteH,-1,0.329161052,0.098612945,0.505638557,0.341269753,0.788856305,0.671554252,0.109481916,0.602150538,-1.0,-1.0,-1.0,-1.0
1494,front,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4455.jpg,bunny,annotator1,5,SiteH,bunny,0.354980839,0.104478047,0.526739591,0.347134856,0.788856305,0.671554252,0.109481916,0.602150538,-1.0,-1.0,-1.0,-1.0
1495,front,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4456.jpg,wooden hand,annotator1,16,SiteH,bunny,0.352601801,0.102822703,0.550624005,0.3487902,0.810361681,0.632453568,0.105571848,0.602150538,-1.0,-1.0,-1.0,-1.0
1496,front,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4457.jpg,wooden hand,annotator1,15,SiteH,wooden hand,0.329161052,0.11340717,0.505638557,0.347980905,0.810361681,0.632453568,0.109481916,0.602150538,-1.0,-1.0,-1.0,-1.0
1497,front,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4458.jpg,bunny,annotator1,17,SiteH,wooden hand,0.329161052,0.104478047,0.505638557,0.347134856,0.811339198,0.632453568,0.109481916,0.602150538,-1.0,-1.0,-1.0,-1.0
1498,front,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4459.jpg,bunny,annotator1,1,SiteH,-1,0.396111919,0.265301607,0.532529332,0.454150983,0.866080156,0.671554252,0.101661779,0.671554252,-1.0,-1.0,-1.0,-1.0
1499,front,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4460.jpg,wooden hand,annotator1,9,SiteH,-1,0.366786406,0.269675569,0.503203819,0.449777021,0.866080156,0.671554252,0.101661779,0.660801564,-1.0,-1.0,-1.0,-1.0
1500,front,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4461.jpg,bunny,annotator1,3,SiteH,bunny,0.408159172,0.265301607,0.540032422,0.454150983,0.866080156,0.671554252,0.099706745,0.644183773,-1.0,-1.0,-1.0,-1.0
1501,front,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4462.jpg,wooden hand,annotator1,19,SiteH,bunny,0.405887091,0.265301607,0.542304503,0.454150983,0.866080156,0.671554252,0.099706745,0.644183773,-1.0,-1.0,-1.0,-1.0
1502,front,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4463.jpg,wooden hand,annotator1,10,SiteH,wooden hand,0.369058488,0.266572551,0.500931737,0.45288004,0.866080156,0.671554252,0.101661779,0.632453568,-1.0,-1.0,-1.0,-1.0
1503,front,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4464.jpg,bunny,annotator1,7,SiteH,wooden hand,0.369058488,0.266572551,0.500931737,0.45288004,0.866080156,0.671554252,0.101661779,0.660801564,-1.0,-1.0,-1.0,-1.0
1504,left,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4685.jpg,bunny,annotator1,8,SiteH,-1,0.605418136,0.114707892,0.767015882,0.336905012,0.272727273,0.671554252,0.099706745,0.594330401,-1.0,-1.0,-1.0,-1.0
1505,left,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4686.jpg,wooden hand,annotator1,2,SiteH,-1,0.590755379,0.13007798,0.752353125,0.339130231,0.250244379,0.671554252,0.064516129,0.579667644,-1.0,-1.0,-1.0,-1.0
1506,left,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4687.jpg,bunny,annotator1,11,SiteH,bunny,0.615193307,0.12647616,0.776791053,0.342732051,0.272727273,0.721407625,0.099706745,0.579667644,-1.0,-1.0,-1.0,-1.0
1507,left,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4688.jpg,wooden hand,annotator1,19,SiteH,bunny,0.620080892,0.12647616,0.781678639,0.342732051,0.284457478,0.721407625,0.099706745,0.579667644,-1.0,-1.0,-1.0,-1.0
1508,left,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4689.jpg,wooden hand,annotator1,19,SiteH,wooden hand,0.605418136,0.14000136,0.767015882,0.344847125,0.284457478,0.721407625,0.099706745,0.579667644,-1.0,-1.0,-1.0,-1.0
1509,left,1,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4690.jpg,bunny,annotator1,0,SiteH,wooden hand,0.605418136,0.134417438,0.767015882,0.340655875,0.284457478,0.721407625,0.099706745,0.579667644,-1.0,-1.0,-1.0,-1.0
1510,left,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4691.jpg,bunny,annotator1,14,SiteH,-1,0.645496337,0.111813403,0.807094083,0.328069295,0.405669599,0.721407625,0.099706745,0.542521994,-1.0,-1.0,-1.0,-1.0
1511,left,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4692.jpg,wooden hand,annotator1,8,SiteH,-1,0.623990961,0.104970784,0.785588707,0.321226675,0.405669599,0.671554252,0.101661779,0.542521994,-1.0,-1.0,-1.0,-1.0
1512,left,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4693.jpg,bunny,annotator1,19,SiteH,bunny,0.653316474,0.103015749,0.81491422,0.319271641,0.405669599,0.671554252,0.105571848,0.542521994,-1.0,-1.0,-1.0,-1.0
1513,left,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4694.jpg,wooden hand,annotator1,5,SiteH,bunny,0.658204059,0.100045135,0.819801806,0.322242255,0.42228739,0.671554252,0.105571848,0.542521994,-1.0,-1.0,-1.0,-1.0
1514,left,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4695.jpg,wooden hand,annotator1,12,SiteH,wooden hand,0.628878546,0.117518467,0.790476293,0.322364231,0.405669599,0.671554252,0.105571848,0.542521994,-1.0,-1.0,-1.0,-1.0
1515,left,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4696.jpg,bunny,annotator1,16,SiteH,wooden hand,0.635721166,0.104970784,0.797318912,0.321226675,0.434995112,0.671554252,0.109481916,0.500488759,-1.0,-1.0,-1.0,-1.0
1516,left,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4698.jpg,bunny,annotator1,12,SiteH,-1,0.664007211,0.151233277,0.813998654,0.349255481,0.671554252,0.721407625,0.105571848,0.500488759,-1.0,-1.0,-1.0,-1.0
1517,left,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4699.jpg,wooden hand,annotator1,19,SiteH,-1,0.641004987,0.166865806,0.778349852,0.353173295,0.671554252,0.721407625,0.105571848,0.500488759,-1.0,-1.0,-1.0,-1.0
1518,left,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4700.jpg,bunny,annotator1,10,SiteH,bunny,0.677739318,0.162963482,0.819816889,0.360985687,0.671554252,0.721407625,0.105571848,0.542521994,-1.0,-1.0,-1.0,-1.0
1519,left,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4701.jpg,wooden hand,annotator1,4,SiteH,bunny,0.649767001,0.166873551,0.847789206,0.364895755,0.671554252,0.721407625,0.109481916,0.500488759,-1.0,-1.0,-1.0,-1.0
1520,left,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4702.jpg,wooden hand,annotator1,12,SiteH,wooden hand,0.641524318,0.172730908,0.791515761,0.359038398,0.671554252,0.671554252,0.109481916,0.500488759,-1.0,-1.0,-1.0,-1.0
1521,left,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4703.jpg,bunny,annotator1,1,SiteH,wooden hand,0.635721166,0.172730908,0.797318912,0.359038398,0.671554252,0.671554252,0.109481916,0.500488759,-1.0,-1.0,-1.0,-1.0
1522,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4288.jpg,wooden hand,annotator1,0,SiteH,-1,0.236832236,0.280941881,0.386823678,0.469791257,0.89540567,0.632453568,0.769305963,0.671554252,0.542521994,0.810361681,-1.0,-1.0
1523,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4289.jpg,bunny,annotator1,13,SiteH,-1,0.236832236,0.292158462,0.386823678,0.472259915,0.89540567,0.632453568,0.769305963,0.671554252,0.542521994,0.810361681,-1.0,-1.0
1524,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4290.jpg,bottle,annotator1,18,SiteH,-1,0.235901586,0.295604638,0.377979157,0.484454013,0.89540567,0.632453568,0.769305963,0.632453568,0.542521994,0.810361681,-1.0,-1.0
1525,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4291.jpg,wooden hand,annotator1,5,SiteH,wooden hand,0.258599054,0.295158117,0.390472304,0.46926026,0.89540567,0.632453568,0.769305963,0.632453568,0.542521994,0.810361681,-1.0,-1.0
1526,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4292.jpg,bunny,annotator1,11,SiteH,wooden hand,0.265010564,0.289055444,0.389925897,0.475362933,0.900293255,0.632453568,0.769305963,0.632453568,0.542521994,0.810361681,-1.0,-1.0
1527,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4293.jpg,bottle,annotator1,1,SiteH,wooden hand,0.265010564,0.289055444,0.389925897,0.475362933,0.89540567,0.632453568,0.769305963,0.671554252,0.542521994,0.810361681,-1.0,-1.0
1528,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4294.jpg,bunny,annotator1,8,SiteH,bunny,0.239764787,0.287784501,0.38975623,0.476633876,0.89540567,0.632453568,0.769305963,0.671554252,0.542521994,0.810361681,-1.0,-1.0
1529,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4295.jpg,wooden hand,annotator1,4,SiteH,bunny,0.239764787,0.287784501,0.38975623,0.476633876,0.89540567,0.632453568,0.769305963,0.671554252,0.542521994,0.810361681,-1.0,-1.0
1530,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4296.jpg,bottle,annotator1,17,SiteH,bunny,0.239764787,0.287784501,0.38975623,0.476633876,0.89540567,0.632453568,0.769305963,0.671554252,0.542521994,0.810361681,-1.0,-1.0
1531,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4297.jpg,bottle,annotator1,17,SiteH,bottle,0.230852091,0.305379809,0.365433344,0.494229184,0.89540567,0.632453568,0.769305963,0.671554252,0.542521994,0.810361681,-1.0,-1.0
1532,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4298.jpg,wooden hand,annotator1,16,SiteH,bottle,0.229874574,0.305379809,0.364455827,0.494229184,0.89540567,0.632453568,0.769305963,0.632453568,0.542521994,0.810361681,-1.0,-1.0
1533,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4299.jpg,bunny,annotator1,11,SiteH,bottle,0.230852091,0.305379809,0.365433344,0.494229184,0.89540567,0.632453568,0.769305963,0.671554252,0.542521994,0.810361681,-1.0,-1.0
1534,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4300.jpg,wooden hand,annotator1,19,SiteH,-1,0.287483186,0.288315497,0.402643891,0.46241764,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1535,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4301.jpg,bunny,annotator1,5,SiteH,-1,0.257621537,0.295158117,0.389494787,0.46926026,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1536,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4302.jpg,bottle,annotator1,1,SiteH,-1,0.236776631,0.297559672,0.373194043,0.486409047,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1537,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4303.jpg,wooden hand,annotator1,12,SiteH,wooden hand,0.293348289,0.295158117,0.408508994,0.46926026,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1538,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4304.jpg,bunny,annotator1,19,SiteH,wooden hand,0.293348289,0.295158117,0.408508994,0.46926026,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1539,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4305.jpg,bottle,annotator1,5,SiteH,wooden hand,0.284730574,0.295158117,0.434722017,0.46926026,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1540,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4306.jpg,bunny,annotator1,15,SiteH,bunny,0.262509123,0.299068186,0.394382373,0.473170329,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1541,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4307.jpg,wooden hand,annotator1,16,SiteH,bunny,0.262509123,0.302978254,0.394382373,0.477080397,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1542,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4308.jpg,bottle,annotator1,15,SiteH,bunny,0.262509123,0.302978254,0.394382373,0.477080397,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1543,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4309.jpg,bottle,annotator1,5,SiteH,bottle,0.230852091,0.312753425,0.365433344,0.486855568,0.884652981,0.602150538,0.744868035,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1544,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4310.jpg,wooden hand,annotator1,1,SiteH,bottle,0.233784642,0.312753425,0.368365895,0.486855568,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1545,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4311.jpg,bunny,annotator1,9,SiteH,bottle,0.232866563,0.312753425,0.369283975,0.486855568,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0
1546,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4312.jpg,wooden hand,annotator1,4,SiteH,-1,0.298559236,0.295158117,0.403298047,0.46926026,0.853372434,0.579667644,0.671554252,0.721407625,0.250244379,0.788856305,-1.0,-1.0
1547,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4313.jpg,bunny,annotator1,13,SiteH,-1,0.261531606,0.299068186,0.393404856,0.473170329,0.853372434,0.569892473,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1548,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4314.jpg,bottle,annotator1,1,SiteH,-1,0.231228576,0.302978254,0.363101825,0.477080397,0.853372434,0.569892473,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1549,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4315.jpg,wooden hand,annotator1,4,SiteH,wooden hand,0.287483186,0.295158117,0.402643891,0.46926026,0.853372434,0.579667644,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1550,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4316.jpg,bunny,annotator1,4,SiteH,wooden hand,0.282605872,0.304771062,0.407521205,0.467467453,0.853372434,0.579667644,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1551,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4317.jpg,bottle,annotator1,12,SiteH,wooden hand,0.282605872,0.295158117,0.407521205,0.46926026,0.853372434,0.579667644,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1552,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4318.jpg,bunny,annotator1,13,SiteH,bunny,0.262509123,0.305305874,0.394382373,0.474752777,0.853372434,0.579667644,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1553,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4319.jpg,wooden hand,annotator1,7,SiteH,bunny,0.262509123,0.305305874,0.394382373,0.474752777,0.853372434,0.579667644,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1554,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4320.jpg,bottle,annotator1,18,SiteH,bunny,0.258599054,0.305305874,0.390472304,0.474752777,0.853372434,0.569892473,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1555,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4321.jpg,bottle,annotator1,6,SiteH,bottle,0.225363473,0.298830615,0.357236723,0.485138104,0.853372434,0.579667644,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1556,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4322.jpg,wooden hand,annotator1,0,SiteH,bottle,0.225363473,0.315081045,0.357236723,0.484527948,0.853372434,0.579667644,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1557,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4323.jpg,bunny,annotator1,12,SiteH,bottle,0.224009471,0.304933288,0.358590724,0.479035431,0.853372434,0.579667644,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0
1558,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4501.jpg,wooden hand,annotator1,18,SiteH,-1,0.420084868,0.200321538,0.610218162,0.403784034,0.890518084,0.632453568,0.500488759,0.632453568,0.109481916,0.671554252,-1.0,-1.0
1559,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4502.jpg,bunny,annotator1,18,SiteH,-1,0.425493037,0.209405075,0.57548448,0.414250839,0.89540567,0.632453568,0.500488759,0.632453568,0.109481916,0.671554252,-1.0,-1.0
1560,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4503.jpg,bottle,annotator1,19,SiteH,-1,0.409852763,0.212816855,0.559844206,0.410839059,0.89540567,0.632453568,0.500488759,0.632453568,0.109481916,0.671554252,-1.0,-1.0
1561,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4504.jpg,wooden hand,annotator1,11,SiteH,wooden hand,0.434352642,0.209405075,0.595950388,0.414250839,0.89540567,0.632453568,0.500488759,0.632453568,0.109481916,0.671554252,-1.0,-1.0
1562,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4505.jpg,bunny,annotator1,7,SiteH,wooden hand,0.434352642,0.209405075,0.595950388,0.414250839,0.89540567,0.632453568,0.500488759,0.632453568,0.109481916,0.671554252,-1.0,-1.0
1563,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4506.jpg,bottle,annotator1,18,SiteH,wooden hand,0.434352642,0.209405075,0.595950388,0.414250839,0.89540567,0.632453568,0.500488759,0.671554252,0.109481916,0.671554252,-1.0,-1.0
1564,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4507.jpg,bunny,annotator1,8,SiteH,bunny,0.39666847,0.210096709,0.604309047,0.413559205,0.884652981,0.632453568,0.500488759,0.671554252,0.109481916,0.671554252,-1.0,-1.0
1565,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4508.jpg,wooden hand,annotator1,5,SiteH,bunny,0.390885569,0.212816855,0.610091948,0.410839059,0.890518084,0.632453568,0.500488759,0.632453568,0.109481916,0.671554252,-1.0,-1.0
1566,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4509.jpg,bottle,annotator1,7,SiteH,bunny,0.390885569,0.212816855,0.610091948,0.410839059,0.89540567,0.632453568,0.500488759,0.632453568,0.109481916,0.671554252,-1.0,-1.0
1567,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4510.jpg,bottle,annotator1,19,SiteH,bottle,0.404965178,0.214771889,0.554956621,0.412794093,0.890518084,0.632453568,0.500488759,0.671554252,0.109481916,0.671554252,-1.0,-1.0
1568,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4511.jpg,wooden hand,annotator1,13,SiteH,bottle,0.404965178,0.214771889,0.554956621,0.412794093,0.890518084,0.632453568,0.500488759,0.671554252,0.109481916,0.671554252,-1.0,-1.0
1569,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4512.jpg,bunny,annotator1,5,SiteH,bottle,0.404965178,0.215749406,0.554956621,0.413771611,0.890518084,0.632453568,0.500488759,0.671554252,0.109481916,0.671554252,-1.0,-1.0
1570,front,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4513.jpg,wooden hand,annotator1,5,SiteH,-1,0.434352642,0.209405075,0.595950388,0.414250839,0.744868035,0.632453568,0.500488759,0.632453568,0.250244379,0.671554252,-1.0,-1.0
1571,front,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4514.jpg,bunny,annotator1,11,SiteH,-1,0.401477656,0.215270177,0.599499861,0.420115942,0.744868035,0.632453568,0.500488759,0.632453568,0.250244379,0.671554252,-1.0,-1.0
1572,front,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4515.jpg,bottle,annotator1,4,SiteH,-1,0.422381354,0.225524577,0.578596163,0.423546782,0.744868035,0.632453568,0.500488759,0.632453568,0.250244379,0.671554252,-1.0,-1.0
1573,front,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4516.jpg,wooden hand,annotator1,4,SiteH,wooden hand,0.434352642,0.215270177,0.595950388,0.420115942,0.744868035,0.632453568,0.500488759,0.632453568,0.250244379,0.671554252,-1.0,-1.0
1574,front,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4517.jpg,bunny,annotator1,17,SiteH,wooden hand,0.420084868,0.215270177,0.610218162,0.420115942,0.744868035,0.632453568,0.500488759,0.632453568,0.250244379,0.671554252,-1.0,-1.0
1575,front,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4518.jpg,bottle,annotator1,0,SiteH,wooden hand,0.434352642,0.215270177,0.595950388,0.420115942,0.744868035,0.632453568,0.500488759,0.671554252,0.250244379,0.671554252,-1.0,-1.0
